,"V skladu s Pravilnikom o prvih meritvah in obratovalnem monitoringu emisije snovi v zrak iz nepremičnih virov onesnaževanja ter o pogojih za njegovo izvajanje (Uradni list RS, št. 70/96, 71/00, 99/01 in 17/03), morajo vsi zavezanci za izvedbo emisijskega monitoringa snovi v zrak iz nepremičnih virov onesnaževanja pripraviti letno poročilo.

Na osnovi oddanih letnih poročil smo na Agenciji RS za okolje zbrali podatke o letnih količinah izpuščenih snovi v zrak iz industrijskih obratov, ki jih objavljamo na tej spletni strani.

Na tej spletni strani so osnovni podatki o zavezancu, obratu s katerim upravlja zavezanec in o letnih količinah izpuščenih snovi v zrak iz posameznega obrata. Podatki so v obliki excelove tabele, tako da jih lahko poljubno razvrščate.  
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
0,Podatki o zavezancu,,,,,Podatki o obratu,,,,,Podatki o emisijah v zrak,,
1,Leto poročanja,Naziv zavezanca,Naslov zavezanca,Poštna številka,Ime pošte,Naselje obrata,Ulica obrata,Hišna št.obrata,Dodatek k hiš. št.,Občina obrata,Onesnažilo,Letna količina [Kg],Opombe
382,2008,"DROGA KOLINSKA, ŽIVILSKA INDUSTRIJA, D.D.",KOLINSKA ULICA 1,1000,LJUBLJANA,MIRNA,CESTA NA GRADEC,17,,TREBNJE,"dušikovi oksidi (NO in NO2), izraženi kot NO2",8366.4,
383,2008,"DROGA KOLINSKA, ŽIVILSKA INDUSTRIJA, D.D.",KOLINSKA ULICA 1,1000,LJUBLJANA,MIRNA,CESTA NA GRADEC,17,,TREBNJE,ogljikov monoksid (CO),0,
384,2008,"DROGA KOLINSKA, ŽIVILSKA INDUSTRIJA, D.D.",KOLINSKA ULICA 1,1000,LJUBLJANA,MIRNA,CESTA NA GRADEC,17,,TREBNJE,skupni prah,325.6,
385,2008,"DROGA KOLINSKA, ŽIVILSKA INDUSTRIJA, D.D.",KOLINSKA ULICA 1,1000,LJUBLJANA,MIRNA,CESTA NA GRADEC,17,,TREBNJE,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",13910.4,
386,2008,"DROGA KOLINSKA, ŽIVILSKA INDUSTRIJA, D.D.",KOLINSKA ULICA 1,1000,LJUBLJANA,PORTOROŽ,OBALA,8,,PIRAN,"dušikovi oksidi (NO in NO2), izraženi kot NO2",36.8,
387,2008,"DROGA KOLINSKA, ŽIVILSKA INDUSTRIJA, D.D.",KOLINSKA ULICA 1,1000,LJUBLJANA,PORTOROŽ,OBALA,8,,PIRAN,ogljikov monoksid (CO),10.6,
388,2008,"DROGA KOLINSKA, ŽIVILSKA INDUSTRIJA, D.D.",KOLINSKA ULICA 1,1000,LJUBLJANA,PORTOROŽ,OBALA,8,,PIRAN,skupni prah,32.5,
389,2008,"DROGA KOLINSKA, ŽIVILSKA INDUSTRIJA, D.D.",KOLINSKA ULICA 1,1000,LJUBLJANA,PORTOROŽ,OBALA,8,,PIRAN,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",0,
390,2008,DURAL proizvodno podjetje d.o.o.,CELJSKA CESTA 39,2380,SLOVENJ GRADEC,SLOVENJ GRADEC,CELJSKA CESTA,39,,SLOVENJ GRADEC,skupni prah,22.98,
391,2008,DYNACAST LOŽ D.O.O,UNEC 25,1381,RAKEK,UNEC,,25,,CERKNICA,"trdni delci, manjši od 10 mikrometrov",24.8,
392,2008,"EHO ELEKTRIKA, HLADILNIŠTVO, OGREVANJE D.O.O.",BREZNO 7A,3270,LAŠKO,BREZNO,,3,A,LAŠKO,skupni prah,12.7,
393,2008,"EKO ENERGETIKA, PROIZVODNJA ELEKTRIČNE ENERGIJE, PARE IN TOPLE VODE, D.O.O., KAMNIK",LJUBLJANSKA CESTA 45,1241,KAMNIK,KAMNIK,LJUBLJANSKA CESTA,45,,KAMNIK,"dušikovi oksidi (NO in NO2), izraženi kot NO2",35550,
394,2008,"EKO ENERGETIKA, PROIZVODNJA ELEKTRIČNE ENERGIJE, PARE IN TOPLE VODE, D.O.O., KAMNIK",LJUBLJANSKA CESTA 45,1241,KAMNIK,KAMNIK,LJUBLJANSKA CESTA,45,,KAMNIK,ogljikov monoksid (CO),21128,
395,2008,"EKO ENERGETIKA, PROIZVODNJA ELEKTRIČNE ENERGIJE, PARE IN TOPLE VODE, D.O.O., KAMNIK",LJUBLJANSKA CESTA 45,1241,KAMNIK,KAMNIK,LJUBLJANSKA CESTA,45,,KAMNIK,"organske spojine, izražene kot skupni organski ogljik (TOC)",1154,
396,2008,"EKO ENERGETIKA, PROIZVODNJA ELEKTRIČNE ENERGIJE, PARE IN TOPLE VODE, D.O.O., KAMNIK",LJUBLJANSKA CESTA 45,1241,KAMNIK,KAMNIK,LJUBLJANSKA CESTA,45,,KAMNIK,skupni prah,5264,
397,2008,"EKO ENERGETIKA, PROIZVODNJA ELEKTRIČNE ENERGIJE, PARE IN TOPLE VODE, D.O.O., KAMNIK",LJUBLJANSKA CESTA 45,1241,KAMNIK,KAMNIK,LJUBLJANSKA CESTA,45,,KAMNIK,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",3173,
398,2008,ELAN MARINE d.o.o,BEGUNJE NA GORENJSKEM 1,4275,BEGUNJE NA GORENJSKEM,BEGUNJE NA GORENJSKEM,,1,,RADOVLJICA,lesni prah v respirabilni obliki,20.3,
399,2008,ELAN MARINE d.o.o,BEGUNJE NA GORENJSKEM 1,4275,BEGUNJE NA GORENJSKEM,BEGUNJE NA GORENJSKEM,,1,,RADOVLJICA,"organske spojine, izražene kot skupni organski ogljik (TOC)",23074.5,
400,2008,ELAN MARINE d.o.o,BEGUNJE NA GORENJSKEM 1,4275,BEGUNJE NA GORENJSKEM,BEGUNJE NA GORENJSKEM,,1,,RADOVLJICA,skupni prah,199.02,
401,2008,"ELAN, D.O.O.",BEGUNJE NA GORENJSKEM 1,4275,BEGUNJE NA GORENJSKEM,BEGUNJE NA GORENJSKEM,,1,,RADOVLJICA,"dušikovi oksidi (NO in NO2), izraženi kot NO2",6467.7,
402,2008,"ELAN, D.O.O.",BEGUNJE NA GORENJSKEM 1,4275,BEGUNJE NA GORENJSKEM,BEGUNJE NA GORENJSKEM,,1,,RADOVLJICA,"fluor in njegove spojine, izražene kot HF",8.57,
403,2008,"ELAN, D.O.O.",BEGUNJE NA GORENJSKEM 1,4275,BEGUNJE NA GORENJSKEM,BEGUNJE NA GORENJSKEM,,1,,RADOVLJICA,ogljikov dioksid (CO2),3677.63,
404,2008,"ELAN, D.O.O.",BEGUNJE NA GORENJSKEM 1,4275,BEGUNJE NA GORENJSKEM,BEGUNJE NA GORENJSKEM,,1,,RADOVLJICA,ogljikov monoksid (CO),71.82,
405,2008,"ELAN, D.O.O.",BEGUNJE NA GORENJSKEM 1,4275,BEGUNJE NA GORENJSKEM,BEGUNJE NA GORENJSKEM,,1,,RADOVLJICA,"organske spojine, izražene kot skupni organski ogljik (TOC)",3692.9400000000005,
406,2008,"ELAN, D.O.O.",BEGUNJE NA GORENJSKEM 1,4275,BEGUNJE NA GORENJSKEM,BEGUNJE NA GORENJSKEM,,1,,RADOVLJICA,poliklorirani dibenzodioksini (PCDD) in poliklorirani dibenzofurani (PCDF),6.86e-06,
407,2008,"ELAN, D.O.O.",BEGUNJE NA GORENJSKEM 1,4275,BEGUNJE NA GORENJSKEM,BEGUNJE NA GORENJSKEM,,1,,RADOVLJICA,skupni prah,1913.23,
408,2008,"ELAN, D.O.O.",BEGUNJE NA GORENJSKEM 1,4275,BEGUNJE NA GORENJSKEM,BEGUNJE NA GORENJSKEM,,1,,RADOVLJICA,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",162.43,
409,2008,"ELGO-LINE d.o.o., proizvodno podjetje",PODSKRAJNIK,1380,CERKNICA,PODSKRAJNIK,,34,,CERKNICA,amonijak (NH3),250,
410,2008,"ELGO-LINE d.o.o., proizvodno podjetje",PODSKRAJNIK,1380,CERKNICA,PODSKRAJNIK,,34,,CERKNICA,"organske spojine, izražene kot skupni organski ogljik (TOC)",31.14,
411,2008,ELRAD INTERNATIONAL D.O.O.,LJUTOMERSKA CESTA 47,9250,GORNJA RADGONA,GORNJA RADGONA,LJUTOMERSKA CESTA,47,,GORNJA RADGONA,"organske spojine, izražene kot skupni organski ogljik (TOC)",484.866,
412,2008,ELRAD INTERNATIONAL D.O.O.,LJUTOMERSKA CESTA 47,9250,GORNJA RADGONA,GORNJA RADGONA,LJUTOMERSKA CESTA,47,,GORNJA RADGONA,skupni prah,12.001000000000001,
413,2008,ELRAD INTERNATIONAL D.O.O.,LJUTOMERSKA CESTA 47,9250,GORNJA RADGONA,GORNJA RADGONA,LJUTOMERSKA CESTA,47,,GORNJA RADGONA,"VSOTA anorg. sp., ki so v parah ali v pl. stanju II. nev. sk.",0.0318,
414,2008,ELRAD INTERNATIONAL D.O.O.,LJUTOMERSKA CESTA 47,9250,GORNJA RADGONA,GORNJA RADGONA,LJUTOMERSKA CESTA,47,,GORNJA RADGONA,"VSOTA anorg. sp., ki so v parah ali v pl. stanju III. nev. sk.",0.21177,
415,2008,EMCAR AVTOKLEPARSTVO EMIL BOŠTJANČIČ S.P.,HARIJE 84,6250,ILIRSKA BISTRICA,HARIJE,,84,,ILIRSKA BISTRICA,skupni prah,4.4,
416,2008,EMO ETT D.O.O.,MARIBORSKA CESTA 86,3000,CELJE,CELJE,MARIBORSKA CESTA,86,,CELJE,"fluor in njegove spojine, izražene kot HF",21.1,
417,2008,EMO ETT D.O.O.,MARIBORSKA CESTA 86,3000,CELJE,CELJE,MARIBORSKA CESTA,86,,CELJE,skupni prah,79.55,
418,2008,"EMO FRITE PROIZVODNJA, TRGOVINA, STORITVE, D.O.O.",MARIBORSKA CESTA 86,3501,CELJE,CELJE,MARIBORSKA CESTA,86,,CELJE,"fluor in njegove spojine, izražene kot HF",0,
419,2008,"EMO FRITE PROIZVODNJA, TRGOVINA, STORITVE, D.O.O.",MARIBORSKA CESTA 86,3501,CELJE,CELJE,MARIBORSKA CESTA,86,,CELJE,skupni prah,782.1700000000001,
420,2008,"ENERGETIKA CELJE, JAVNO PODJETJE, D.O.O.",SMREKARJEVA ULICA 1,3000,CELJE,CELJE,MARIBORSKA CESTA,106,,CELJE,"dušikovi oksidi (NO in NO2), izraženi kot NO2",734.3,
421,2008,"ENERGETIKA CELJE, JAVNO PODJETJE, D.O.O.",SMREKARJEVA ULICA 1,3000,CELJE,CELJE,MARIBORSKA CESTA,106,,CELJE,ogljikov monoksid (CO),0,
422,2008,"ENERGETIKA CELJE, JAVNO PODJETJE, D.O.O.",SMREKARJEVA ULICA 1,3000,CELJE,CELJE,MARIBORSKA CESTA,106,,CELJE,skupni prah,0,
423,2008,"ENERGETIKA CELJE, JAVNO PODJETJE, D.O.O.",SMREKARJEVA ULICA 1,3000,CELJE,CELJE,MARIBORSKA CESTA,106,,CELJE,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",0,
424,2008,"ENERGETIKA CELJE, JAVNO PODJETJE, D.O.O.",SMREKARJEVA ULICA 1,3000,CELJE,CELJE,ŠKAPINOVA ULICA,1,A,CELJE,"dušikovi oksidi (NO in NO2), izraženi kot NO2",5624,
425,2008,"ENERGETIKA CELJE, JAVNO PODJETJE, D.O.O.",SMREKARJEVA ULICA 1,3000,CELJE,CELJE,ŠKAPINOVA ULICA,1,A,CELJE,ogljikov monoksid (CO),0,
426,2008,"ENERGETIKA CELJE, JAVNO PODJETJE, D.O.O.",SMREKARJEVA ULICA 1,3000,CELJE,CELJE,ŠKAPINOVA ULICA,1,A,CELJE,skupni prah,55.7,
427,2008,"ENERGETIKA CELJE, JAVNO PODJETJE, D.O.O.",SMREKARJEVA ULICA 1,3000,CELJE,CELJE,ŠKAPINOVA ULICA,1,A,CELJE,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",0,
428,2008,"ENOS-ENERGETIKA, D.O.O., JESENICE",CESTA ŽELEZARJEV 8,4270,JESENICE,JESENICE,CESTA ŽELEZARJEV,8,,JESENICE,"dušikovi oksidi (NO in NO2), izraženi kot NO2",103822.5,
429,2008,"ENOS-ENERGETIKA, D.O.O., JESENICE",CESTA ŽELEZARJEV 8,4270,JESENICE,JESENICE,CESTA ŽELEZARJEV,8,,JESENICE,ogljikov dioksid (CO2),23419044,
430,2008,"ENOS-ENERGETIKA, D.O.O., JESENICE",CESTA ŽELEZARJEV 8,4270,JESENICE,JESENICE,CESTA ŽELEZARJEV,8,,JESENICE,ogljikov monoksid (CO),20090.5,
431,2008,"ETA CERKNO, TOVARNA ELEKTROTERMIČNIH APARATOV, d.o.o.",PLATIŠEVA ULICA 39,5282,CERKNO,CERKNO,GORIŠKA CESTA,33,,CERKNO,"baker in njegove spojine, izražene kot Cu",0.06,
432,2008,"ETA CERKNO, TOVARNA ELEKTROTERMIČNIH APARATOV, d.o.o.",PLATIŠEVA ULICA 39,5282,CERKNO,CERKNO,GORIŠKA CESTA,33,,CERKNO,"krom in njegove spojine, izražene kot Cr",3.1,
433,2008,"ETA CERKNO, TOVARNA ELEKTROTERMIČNIH APARATOV, d.o.o.",PLATIŠEVA ULICA 39,5282,CERKNO,CERKNO,GORIŠKA CESTA,33,,CERKNO,"mangan in njegove spojine, izražene kot Mn",0.09,
434,2008,"ETA CERKNO, TOVARNA ELEKTROTERMIČNIH APARATOV, d.o.o.",PLATIŠEVA ULICA 39,5282,CERKNO,CERKNO,GORIŠKA CESTA,33,,CERKNO,"nikelj in njegove spojine, izražene kot Ni",0.03,
435,2008,"ETA CERKNO, TOVARNA ELEKTROTERMIČNIH APARATOV, d.o.o.",PLATIŠEVA ULICA 39,5282,CERKNO,CERKNO,GORIŠKA CESTA,33,,CERKNO,ogljikov monoksid (CO),0.05,
436,2008,"ETA CERKNO, TOVARNA ELEKTROTERMIČNIH APARATOV, d.o.o.",PLATIŠEVA ULICA 39,5282,CERKNO,CERKNO,GORIŠKA CESTA,33,,CERKNO,"organske spojine, izražene kot skupni organski ogljik (TOC)",1132.8999999999999,
437,2008,"ETA CERKNO, TOVARNA ELEKTROTERMIČNIH APARATOV, d.o.o.",PLATIŠEVA ULICA 39,5282,CERKNO,CERKNO,GORIŠKA CESTA,33,,CERKNO,skupni prah,1429.1,
438,2008,"ETA CERKNO, TOVARNA ELEKTROTERMIČNIH APARATOV, d.o.o.",PLATIŠEVA ULICA 39,5282,CERKNO,CERKNO,GORIŠKA CESTA,33,,CERKNO,"svinec in njegove spojine, izražene kot Pb",0.02,
439,2008,"ETA CERKNO, TOVARNA ELEKTROTERMIČNIH APARATOV, d.o.o.",PLATIŠEVA ULICA 39,5282,CERKNO,CERKNO,GORIŠKA CESTA,33,,CERKNO,"vanadij in njegove spojine, izražene kot V",0.95,
440,2008,"ETA CERKNO, TOVARNA ELEKTROTERMIČNIH APARATOV, d.o.o.",PLATIŠEVA ULICA 39,5282,CERKNO,CERKNO,GORIŠKA CESTA,33,,CERKNO,"VSOTA anorg. sp., ki so v parah ali v pl. stanju II. nev. sk.",0.07,
441,2008,"ETA CERKNO, TOVARNA ELEKTROTERMIČNIH APARATOV, d.o.o.",PLATIŠEVA ULICA 39,5282,CERKNO,CERKNO,GORIŠKA CESTA,33,,CERKNO,"VSOTA anorg. sp., ki so v parah ali v pl. stanju III. nev. sk.",4.2,
442,2008,"ETA CERKNO, TOVARNA ELEKTROTERMIČNIH APARATOV, d.o.o.",PLATIŠEVA ULICA 39,5282,CERKNO,CERKNO,GORIŠKA CESTA,33,,CERKNO,VSOTA prašnate anorg. snovi II.,4.3,
443,2008,"ETA CERKNO, TOVARNA ELEKTROTERMIČNIH APARATOV, d.o.o.",PLATIŠEVA ULICA 39,5282,CERKNO,CERKNO,PLATIŠEVA ULICA,39,,CERKNO,"dušikovi oksidi (NO in NO2), izraženi kot NO2",21.8,
444,2008,"ETA CERKNO, TOVARNA ELEKTROTERMIČNIH APARATOV, d.o.o.",PLATIŠEVA ULICA 39,5282,CERKNO,CERKNO,PLATIŠEVA ULICA,39,,CERKNO,ogljikov monoksid (CO),76.3,
445,2008,"ETA CERKNO, TOVARNA ELEKTROTERMIČNIH APARATOV, d.o.o.",PLATIŠEVA ULICA 39,5282,CERKNO,CERKNO,PLATIŠEVA ULICA,39,,CERKNO,"organske spojine, izražene kot skupni organski ogljik (TOC)",3030.5,
446,2008,"ETA CERKNO, TOVARNA ELEKTROTERMIČNIH APARATOV, d.o.o.",PLATIŠEVA ULICA 39,5282,CERKNO,CERKNO,PLATIŠEVA ULICA,39,,CERKNO,skupni prah,110.91999999999999,
447,2008,"ETA CERKNO, TOVARNA ELEKTROTERMIČNIH APARATOV, d.o.o.",PLATIŠEVA ULICA 39,5282,CERKNO,CERKNO,PLATIŠEVA ULICA,39,,CERKNO,tetrakloreten (C2Cl4),14.625,
448,2008,"ETA CERKNO, TOVARNA ELEKTROTERMIČNIH APARATOV, d.o.o.",PLATIŠEVA ULICA 39,5282,CERKNO,CERKNO,PLATIŠEVA ULICA,39,,CERKNO,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",47.4,
449,2008,"ETI ELEKTROELEMENT, D.D.",OBREZIJA 5,1411,IZLAKE,IZLAKE,OBREZIJA,5,,ZAGORJE OB SAVI,"dušikovi oksidi (NO in NO2), izraženi kot NO2",2259.4,
450,2008,"ETI ELEKTROELEMENT, D.D.",OBREZIJA 5,1411,IZLAKE,IZLAKE,OBREZIJA,5,,ZAGORJE OB SAVI,"fluor in njegove spojine, izražene kot HF",120.29999999999998,
451,2008,"ETI ELEKTROELEMENT, D.D.",OBREZIJA 5,1411,IZLAKE,IZLAKE,OBREZIJA,5,,ZAGORJE OB SAVI,"organske spojine, izražene kot skupni organski ogljik (TOC)",3059.7,
452,2008,"ETI ELEKTROELEMENT, D.D.",OBREZIJA 5,1411,IZLAKE,IZLAKE,OBREZIJA,5,,ZAGORJE OB SAVI,skupni prah,1775.3,
453,2008,"ETI ELEKTROELEMENT, D.D.",OBREZIJA 5,1411,IZLAKE,IZLAKE,OBREZIJA,5,,ZAGORJE OB SAVI,"VSOTA anorg. sp., ki so v parah ali v pl. stanju III. nev. sk.",106.9,
454,2008,"ETI ELEKTROELEMENT, D.D.",OBREZIJA 5,1411,IZLAKE,IZLAKE,OBREZIJA,5,,ZAGORJE OB SAVI,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",3061.7999999999997,
455,2008,"ETI ELEKTROELEMENT, D.D.",OBREZIJA 5,1411,IZLAKE,IZLAKE,OBREZIJA,5,,ZAGORJE OB SAVI,"dušikovi oksidi (NO in NO2), izraženi kot NO2",1741.6,
456,2008,"ETI ELEKTROELEMENT, D.D.",OBREZIJA 5,1411,IZLAKE,IZLAKE,OBREZIJA,5,,ZAGORJE OB SAVI,"fluor in njegove spojine, izražene kot HF",19.2,
457,2008,"ETI ELEKTROELEMENT, D.D.",OBREZIJA 5,1411,IZLAKE,IZLAKE,OBREZIJA,5,,ZAGORJE OB SAVI,"organske spojine, izražene kot skupni organski ogljik (TOC)",1963.3,
458,2008,"ETI ELEKTROELEMENT, D.D.",OBREZIJA 5,1411,IZLAKE,IZLAKE,OBREZIJA,5,,ZAGORJE OB SAVI,skupni prah,327.59999999999997,
459,2008,"ETI ELEKTROELEMENT, D.D.",OBREZIJA 5,1411,IZLAKE,IZLAKE,OBREZIJA,5,,ZAGORJE OB SAVI,tetrakloreten (C2Cl4),13.6,
460,2008,"ETI ELEKTROELEMENT, D.D.",OBREZIJA 5,1411,IZLAKE,IZLAKE,OBREZIJA,5,,ZAGORJE OB SAVI,"VSOTA anorg. sp., ki so v parah ali v pl. stanju III. nev. sk.",104.19999999999999,
461,2008,"ETI ELEKTROELEMENT, D.D.",OBREZIJA 5,1411,IZLAKE,IZLAKE,OBREZIJA,5,,ZAGORJE OB SAVI,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",1355.8000000000002,
462,2008,"ETI ELEKTROELEMENT, D.D.",OBREZIJA 5,1411,IZLAKE,KAMNIK,BAKOVNIK,4,A,KAMNIK,"dušikovi oksidi (NO in NO2), izraženi kot NO2",2040,
463,2008,"ETI ELEKTROELEMENT, D.D.",OBREZIJA 5,1411,IZLAKE,KAMNIK,BAKOVNIK,4,A,KAMNIK,"fluor in njegove spojine, izražene kot HF",243.89999999999998,
464,2008,"ETI ELEKTROELEMENT, D.D.",OBREZIJA 5,1411,IZLAKE,KAMNIK,BAKOVNIK,4,A,KAMNIK,"organske spojine, izražene kot skupni organski ogljik (TOC)",4089.76,
465,2008,"ETI ELEKTROELEMENT, D.D.",OBREZIJA 5,1411,IZLAKE,KAMNIK,BAKOVNIK,4,A,KAMNIK,skupni prah,226.70000000000002,
466,2008,"ETI ELEKTROELEMENT, D.D.",OBREZIJA 5,1411,IZLAKE,KAMNIK,BAKOVNIK,4,A,KAMNIK,"VSOTA anorg. sp., ki so v parah ali v pl. stanju III. nev. sk.",153.9,
467,2008,"ETI ELEKTROELEMENT, D.D.",OBREZIJA 5,1411,IZLAKE,KAMNIK,BAKOVNIK,4,A,KAMNIK,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",1673.9999999999998,
468,2008,"ETI ELEKTROELEMENT, D.D.",OBREZIJA 5,1411,IZLAKE,KAMNIK,BAKOVNIK,4,A,KAMNIK,"dušikovi oksidi (NO in NO2), izraženi kot NO2",185.5,
469,2008,"ETI ELEKTROELEMENT, D.D.",OBREZIJA 5,1411,IZLAKE,KAMNIK,BAKOVNIK,4,A,KAMNIK,"fluor in njegove spojine, izražene kot HF",4.4,
470,2008,"ETI ELEKTROELEMENT, D.D.",OBREZIJA 5,1411,IZLAKE,KAMNIK,BAKOVNIK,4,A,KAMNIK,"organske spojine, izražene kot skupni organski ogljik (TOC)",14.3,
471,2008,"ETI ELEKTROELEMENT, D.D.",OBREZIJA 5,1411,IZLAKE,KAMNIK,BAKOVNIK,4,A,KAMNIK,skupni prah,7.4,
472,2008,"ETI ELEKTROELEMENT, D.D.",OBREZIJA 5,1411,IZLAKE,KAMNIK,BAKOVNIK,4,A,KAMNIK,"VSOTA anorg. sp., ki so v parah ali v pl. stanju III. nev. sk.",6.6,
473,2008,"ETI ELEKTROELEMENT, D.D.",OBREZIJA 5,1411,IZLAKE,KAMNIK,BAKOVNIK,4,A,KAMNIK,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",96.4,
474,2008,"ETIKETA, TISKARNA D.D.",INDUSTRIJSKA ULICA 6,4226,ŽIRI,ŽIRI,INDUSTRIJSKA ULICA,6,,ŽIRI,"hlapne organske spojine, razen metana",2347.3300000000004,
475,2008,"ETIKETA, TISKARNA D.D.",INDUSTRIJSKA ULICA 6,4226,ŽIRI,ŽIRI,INDUSTRIJSKA ULICA,6,,ŽIRI,skupni prah,5.06,
476,2008,"ETOL TOVARNA AROM IN ETERIČNIH OLJ, D.D.",ŠKOFJA VAS 39,3211,ŠKOFJA VAS,ŠKOFJA VAS,,39,,CELJE,"dušikovi oksidi (NO in NO2), izraženi kot NO2",29.3,
477,2008,"ETOL TOVARNA AROM IN ETERIČNIH OLJ, D.D.",ŠKOFJA VAS 39,3211,ŠKOFJA VAS,ŠKOFJA VAS,,39,,CELJE,ogljikov monoksid (CO),27.3,
478,2008,"ETOL TOVARNA AROM IN ETERIČNIH OLJ, D.D.",ŠKOFJA VAS 39,3211,ŠKOFJA VAS,ŠKOFJA VAS,,39,,CELJE,"organske spojine, izražene kot skupni organski ogljik (TOC)",7638.099999999999,
479,2008,"ETOL TOVARNA AROM IN ETERIČNIH OLJ, D.D.",ŠKOFJA VAS 39,3211,ŠKOFJA VAS,ŠKOFJA VAS,,39,,CELJE,skupni prah,214.43999999999997,
480,2008,"EXOTERM - IT D.O.O. DRUŽBA ZA PROIZVODNJO, INŽENIRING, ZASTOPSTVO IN TRGOVINO, KRANJ",STRUŽEVO 66,4202,NAKLO,KRANJ,STRUŽEVO,66,,KRANJ,amonijak (NH3),18.200000000000003,
481,2008,"EXOTERM - IT D.O.O. DRUŽBA ZA PROIZVODNJO, INŽENIRING, ZASTOPSTVO IN TRGOVINO, KRANJ",STRUŽEVO 66,4202,NAKLO,KRANJ,STRUŽEVO,66,,KRANJ,"dušikovi oksidi (NO in NO2), izraženi kot NO2",183,
482,2008,"EXOTERM - IT D.O.O. DRUŽBA ZA PROIZVODNJO, INŽENIRING, ZASTOPSTVO IN TRGOVINO, KRANJ",STRUŽEVO 66,4202,NAKLO,KRANJ,STRUŽEVO,66,,KRANJ,fenol,53.5,
483,2008,"EXOTERM - IT D.O.O. DRUŽBA ZA PROIZVODNJO, INŽENIRING, ZASTOPSTVO IN TRGOVINO, KRANJ",STRUŽEVO 66,4202,NAKLO,KRANJ,STRUŽEVO,66,,KRANJ,formaldehid (CH2O),70.7,
484,2008,"EXOTERM - IT D.O.O. DRUŽBA ZA PROIZVODNJO, INŽENIRING, ZASTOPSTVO IN TRGOVINO, KRANJ",STRUŽEVO 66,4202,NAKLO,KRANJ,STRUŽEVO,66,,KRANJ,ogljikov monoksid (CO),8777.4,
485,2008,"EXOTERM - IT D.O.O. DRUŽBA ZA PROIZVODNJO, INŽENIRING, ZASTOPSTVO IN TRGOVINO, KRANJ",STRUŽEVO 66,4202,NAKLO,KRANJ,STRUŽEVO,66,,KRANJ,skupni prah,158.79999999999998,
486,2008,"EXOTERM - IT D.O.O. DRUŽBA ZA PROIZVODNJO, INŽENIRING, ZASTOPSTVO IN TRGOVINO, KRANJ",STRUŽEVO 66,4202,NAKLO,KRANJ,STRUŽEVO,66,,KRANJ,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",153,
487,2008,"Farma Draženci reja prašičev, d.o.o.",DRAŽENCI 10a,2288,HAJDINA,DRAŽENCI,,10,a,HAJDINA,amonijak (NH3),22500,
488,2008,"Farma Draženci reja prašičev, d.o.o.",DRAŽENCI 10a,2288,HAJDINA,DRAŽENCI,,10,a,HAJDINA,didušikov oksid (N2O),22000,
489,2008,"Farma Draženci reja prašičev, d.o.o.",DRAŽENCI 10a,2288,HAJDINA,DRAŽENCI,,10,a,HAJDINA,metan (CH4),105000,
490,2008,Farma Hedl,SPODNJA VIŽINGA 14,2360,RADLJE OB DRAVI,SPODNJA VIŽINGA,,14,,RADLJE OB DRAVI,amonijak (NH3),33890,
491,2008,Farma Hedl,SPODNJA VIŽINGA 14,2360,RADLJE OB DRAVI,SPODNJA VIŽINGA,,14,,RADLJE OB DRAVI,didušikov oksid (N2O),3494,
492,2008,Farma Hedl,SPODNJA VIŽINGA 14,2360,RADLJE OB DRAVI,SPODNJA VIŽINGA,,14,,RADLJE OB DRAVI,metan (CH4),1059,
493,2008,Farma Hedl,SPODNJA VIŽINGA 14,2360,RADLJE OB DRAVI,SPODNJA VIŽINGA,,14,,RADLJE OB DRAVI,skupni prah,35266,
494,2008,Farma Hedl,SPODNJA VIŽINGA 14,2360,RADLJE OB DRAVI,SPODNJA VIŽINGA,,14,,RADLJE OB DRAVI,"trdni delci, manjši od 10 mikrometrov",3389,
495,2008,FARMA ŠEGULA PETER OTILIJA,OREŠJE 129,2250,PTUJ,GRAJENA,,,,PTUJ,amonijak (NH3),10720,
496,2008,FARMA ŠEGULA PETER OTILIJA,OREŠJE 129,2250,PTUJ,GRAJENA,,,,PTUJ,didušikov oksid (N2O),1105,
497,2008,FARMA ŠEGULA PETER OTILIJA,OREŠJE 129,2250,PTUJ,GRAJENA,,,,PTUJ,metan (CH4),335,
498,2008,FARMA ŠEGULA PETER OTILIJA,OREŠJE 129,2250,PTUJ,GRAJENA,,,,PTUJ,skupni prah,10083,
