,"V skladu s Pravilnikom o prvih meritvah in obratovalnem monitoringu emisije snovi v zrak iz nepremičnih virov onesnaževanja ter o pogojih za njegovo izvajanje (Uradni list RS, št. 105/08), morajo vsi zavezanci za izvedbo emisijskega monitoringa snovi v zrak iz nepremičnih virov onesnaževanja poslati ministrstvu oceno o letnih emisijah snovi v zrak.

Na osnovi prejetih ocen o letnih emisijah snovi za leto 2017 v zrak smo na Agenciji RS za okolje zbrali podatke o letnih količinah izpuščenih snovi v zrak iz izpustov naprav in oceno razpršene emisije, ki jih objavljamo na tej spletni strani.

Na tej spletni strani so osnovni podatki o zavezancu in o letnih količinah izpuščenih snovi v zrak iz izpustov naprav ter ocene razpršene emisije snovi. Podatki so v obliki excelove tabele, tako da jih lahko poljubno razvrščate.  
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
0,Podatki o zavezancu,,,,,,Podatki o emisijah v zrak,,
1,"Leto 
poročanja",Naziv zavezanca,Lokacija zavezanca,"Poštna 
številka",Ime pošte,Občina,Onesnažilo,"Emisija snovi 
iz izpustov [Kg]","Ocena razpršene 
emisije [Kg]"
2,2017,"""MIZARSTVO MEDVED"" - MEDVED ERIH, S.P.","Trebež 21A, Artiče",8253,ARTIČE,Brežice,celotni prah,3.22000002861023,1
3,2017,"1A - AVTOLIČARSTVO, AVTOSERVIS MARIJA PLUT S.P.","STANEŽIČE 10 F, LJUBLJANA - ŠENTVID",1210,LJUBLJANA - ŠENTVID,Ljubljana,celotni prah,44.0699996948242,0
4,2017,1A DIZAJN d.o.o.,IDRIJSKA CESTA 42,1360,VRHNIKA,Vrhnika,celotni prah,17.6639995574951,0
5,2017,A.S. Avtoličarstvo Plut,"STANEŽIČE 10, LJUBLJANA",1000,LJUBLJANA,Ljubljana,celotni prah,37.7400016784668,0
6,2017,A2S d.o.o.,"Mariborska 140, Celje",3000,CELJE,Celje,celotni prah,11.875,1
7,2017,A2S d.o.o.,"Mariborska 140, Celje",3000,CELJE,Celje,"organske spojine, izražene kot skupni organski ogljik (TOC)",198.75,20
8,2017,AB TOKOS d.o.o.,Cankarjeva cesta 9,4290,TRŽIČ,Tržič,"dušikovi oksidi (NO in NO2), izraženi kot NO2",0,1
9,2017,AB TOKOS d.o.o.,Cankarjeva cesta 9,4290,TRŽIČ,Tržič,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",0,1
10,2017,AB TOKOS d.o.o.,Cankarjeva cesta 9,4290,TRŽIČ,Tržič,ogljikov monoksid (CO),3.6800000667572,2
11,2017,AB TOKOS d.o.o.,Cankarjeva cesta 9,4290,TRŽIČ,Tržič,"organske spojine, izražene kot skupni organski ogljik (TOC)",29.4399995803833,2
12,2017,AB TOKOS d.o.o.,Cankarjeva cesta 9,4290,TRŽIČ,Tržič,celotni prah,92.1840018033981,15
13,2017,ABRASIV MUTA d.o.o.,"KOROŠKA CESTA 49, MUTA",2366,MUTA,Muta,poliklorirani dibenzodioksini (PCDD) in poliklorirani dibenzofurani (PCDF),6.98829990142258e-06,0
14,2017,ABRASIV MUTA d.o.o.,"KOROŠKA CESTA 49, MUTA",2366,MUTA,Muta,"nikelj in njegove spojine, izražene kot Ni",1.01647996902466,0
15,2017,ABRASIV MUTA d.o.o.,"KOROŠKA CESTA 49, MUTA",2366,MUTA,Muta,"baker in njegove spojine, izražene kot Cu",1.77883994579315,0
16,2017,ABRASIV MUTA d.o.o.,"KOROŠKA CESTA 49, MUTA",2366,MUTA,Muta,"krom in njegove spojine, izražene kot Cr",13.2142400741577,0
17,2017,ABRASIV MUTA d.o.o.,"KOROŠKA CESTA 49, MUTA",2366,MUTA,Muta,"svinec in njegove spojine, izražene kot Pb",23.2519798278809,0
18,2017,ABRASIV MUTA d.o.o.,"KOROŠKA CESTA 49, MUTA",2366,MUTA,Muta,VSOTA prašnate anorg. snovi II.,24.2684593200684,0
19,2017,ABRASIV MUTA d.o.o.,"KOROŠKA CESTA 49, MUTA",2366,MUTA,Muta,"dušikovi oksidi (NO in NO2), izraženi kot NO2",24.7773098945618,1
20,2017,ABRASIV MUTA d.o.o.,"KOROŠKA CESTA 49, MUTA",2366,MUTA,Muta,"mangan in njegove spojine, izražene kot Mn",75.2195205688477,0
21,2017,ABRASIV MUTA d.o.o.,"KOROŠKA CESTA 49, MUTA",2366,MUTA,Muta,VSOTA prašnate anorg. snovi III.,90.2761306762695,0
22,2017,ABRASIV MUTA d.o.o.,"KOROŠKA CESTA 49, MUTA",2366,MUTA,Muta,VSOTA prašnate anorg. snovi II. in III.,114.544593811035,0
23,2017,ABRASIV MUTA d.o.o.,"KOROŠKA CESTA 49, MUTA",2366,MUTA,Muta,celotni prah,2292.81140136719,138
24,2017,A-Cosmos d. d.,"Celovška cesta 182, Ljubljana",1000,LJUBLJANA,Ljubljana,celotni prah,67.0985003709793,0
25,2017,"ACRONI, D.O.O.","CESTA BORISA KIDRIČA 44, JESENICE",4270,JESENICE,Jesenice,poliklorirani dibenzodioksini (PCDD) in poliklorirani dibenzofurani (PCDF),7.45700017432682e-05,0
26,2017,"ACRONI, D.O.O.","CESTA BORISA KIDRIČA 44, JESENICE",4270,JESENICE,Jesenice,"vanadij in njegove spojine, izražene kot V",0.0173706002533436,0
27,2017,"ACRONI, D.O.O.","CESTA BORISA KIDRIČA 44, JESENICE",4270,JESENICE,Jesenice,arzen in njegove spojine (As),0.176105000078678,0
28,2017,"ACRONI, D.O.O.","CESTA BORISA KIDRIČA 44, JESENICE",4270,JESENICE,Jesenice,"telur in njegove spojine, izražene kot Te",0.402180001139641,0
29,2017,"ACRONI, D.O.O.","CESTA BORISA KIDRIČA 44, JESENICE",4270,JESENICE,Jesenice,"selen in njegove spojine, izražene kot Se",0.573503986001015,0
30,2017,"ACRONI, D.O.O.","CESTA BORISA KIDRIČA 44, JESENICE",4270,JESENICE,Jesenice,"kositer in njegove spojine, izražene kot Sn",1.16866299510002,0
31,2017,"ACRONI, D.O.O.","CESTA BORISA KIDRIČA 44, JESENICE",4270,JESENICE,Jesenice,"živo srebro in njegove spojine, izražene kot Hg",3.17126989364624,0
32,2017,"ACRONI, D.O.O.","CESTA BORISA KIDRIČA 44, JESENICE",4270,JESENICE,Jesenice,"kadmij in njegove spojine, izražene kot Cd",11.0625938586891,0
33,2017,"ACRONI, D.O.O.","CESTA BORISA KIDRIČA 44, JESENICE",4270,JESENICE,Jesenice,VSOTA rakotvorne snovi I. nev. sk.,11.2386988587677,58
34,2017,"ACRONI, D.O.O.","CESTA BORISA KIDRIČA 44, JESENICE",4270,JESENICE,Jesenice,"fluoridi, lahkotopni, izraženi kot F",43.4538512825966,0
35,2017,"ACRONI, D.O.O.","CESTA BORISA KIDRIČA 44, JESENICE",4270,JESENICE,Jesenice,"fluor in njegove spojine, izražene kot HF",104.290999412537,0
36,2017,"ACRONI, D.O.O.","CESTA BORISA KIDRIČA 44, JESENICE",4270,JESENICE,Jesenice,"baker in njegove spojine, izražene kot Cu",200.71357151866,0
37,2017,"ACRONI, D.O.O.","CESTA BORISA KIDRIČA 44, JESENICE",4270,JESENICE,Jesenice,VSOTA prašnate anorg. snovi II. in III.,412.879810571671,0
38,2017,"ACRONI, D.O.O.","CESTA BORISA KIDRIČA 44, JESENICE",4270,JESENICE,Jesenice,"nikelj in njegove spojine, izražene kot Ni",417.877036184072,0
39,2017,"ACRONI, D.O.O.","CESTA BORISA KIDRIČA 44, JESENICE",4270,JESENICE,Jesenice,"svinec in njegove spojine, izražene kot Pb",496.837114036083,0
40,2017,"ACRONI, D.O.O.","CESTA BORISA KIDRIČA 44, JESENICE",4270,JESENICE,Jesenice,"krom in njegove spojine, izražene kot Cr",607.275445461273,0
41,2017,"ACRONI, D.O.O.","CESTA BORISA KIDRIČA 44, JESENICE",4270,JESENICE,Jesenice,VSOTA prašnate anorg. snovi I. in II.,761.422027587891,0
42,2017,"ACRONI, D.O.O.","CESTA BORISA KIDRIČA 44, JESENICE",4270,JESENICE,Jesenice,VSOTA prašnate anorg. snovi II.,915.018636524677,0
43,2017,"ACRONI, D.O.O.","CESTA BORISA KIDRIČA 44, JESENICE",4270,JESENICE,Jesenice,"mangan in njegove spojine, izražene kot Mn",1740.08449065685,0
44,2017,"ACRONI, D.O.O.","CESTA BORISA KIDRIČA 44, JESENICE",4270,JESENICE,Jesenice,VSOTA prašnate anorg. snovi III.,2591.34852170944,0
45,2017,"ACRONI, D.O.O.","CESTA BORISA KIDRIČA 44, JESENICE",4270,JESENICE,Jesenice,"VSOTA prašnate anorg. snovi I., II. in III.",3099.61010742188,0
46,2017,"ACRONI, D.O.O.","CESTA BORISA KIDRIČA 44, JESENICE",4270,JESENICE,Jesenice,celotni prah,11150.7214360386,1181
47,2017,"ACRONI, D.O.O.","CESTA BORISA KIDRIČA 44, JESENICE",4270,JESENICE,Jesenice,"organske spojine, izražene kot skupni organski ogljik (TOC)",30548.673034668,0
48,2017,"ACRONI, D.O.O.","CESTA BORISA KIDRIČA 44, JESENICE",4270,JESENICE,Jesenice,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",35064.4499993324,0
49,2017,"ACRONI, D.O.O.","CESTA BORISA KIDRIČA 44, JESENICE",4270,JESENICE,Jesenice,"dušikovi oksidi (NO in NO2), izraženi kot NO2",47715.4879250526,2
50,2017,"ACRONI, D.O.O.","CESTA BORISA KIDRIČA 44, JESENICE",4270,JESENICE,Jesenice,ogljikov monoksid (CO),3207078.26406097,0
51,2017,"ADIENT SLOVENJ GRADEC, d.o.o.","Pod gradom 1, Slovenj Gradec",2380,SLOVENJ GRADEC,Slovenj Gradec,celotni prah,126.957996368408,327
52,2017,"ADIENT SLOVENJ GRADEC, d.o.o.","Pod gradom 1, Slovenj Gradec",2380,SLOVENJ GRADEC,Slovenj Gradec,"organske spojine, izražene kot skupni organski ogljik (TOC)",13839.2100000381,3274
53,2017,ADK D.O.O.,"MIKLAVŠKA CESTA 59, HOČE-SLIVNICA",2311,HOČE,Hoče-Slivnica,celotni prah,205.979999542236,116
54,2017,ADK D.O.O.,"Dolane 33/a, CIRKULANE",2282,CIRKULANE,Cirkulane,celotni prah,271.710994720459,245
55,2017,ADK D.O.O.,"Dolane 33/a, CIRKULANE",2282,CIRKULANE,Cirkulane,"organske spojine, izražene kot skupni organski ogljik (TOC)",20967.1998291016,480
56,2017,ADK D.O.O.,"MIKLAVŠKA CESTA 59, HOČE-SLIVNICA",2311,HOČE,Hoče-Slivnica,"organske spojine, izražene kot skupni organski ogljik (TOC)",0,2120
57,2017,ADRIA MOBIL,STRAŠKA CESTA 50,8000,NOVO MESTO,Novo mesto,celotni prah,269.567993164063,0
58,2017,ADRIA MOBIL,STRAŠKA CESTA 50,8000,NOVO MESTO,Novo mesto,"organske spojine, izražene kot skupni organski ogljik (TOC)",2160,7940
59,2017,"ADRIA PLUS, d.o.o. Novo mesto","Podbevškova ulica13, Novo Mesto",8000,NOVO MESTO,Novo mesto,celotni prah,8.92500019073486,1
60,2017,"ADRIA PLUS, d.o.o. Novo mesto","Straška cesta 50, NOVO MESTO",8000,NOVO MESTO,Novo mesto,celotni prah,13.7346000671387,2
61,2017,"ADRIA PLUS, d.o.o. Novo mesto","Straška cesta 50, NOVO MESTO",8000,NOVO MESTO,Novo mesto,ogljikov monoksid (CO),33.0230007171631,0
62,2017,"ADRIA PLUS, d.o.o. Novo mesto","Straška cesta 50, NOVO MESTO",8000,NOVO MESTO,Novo mesto,"dušikovi oksidi (NO in NO2), izraženi kot NO2",96.4420013427734,0
63,2017,"ADRIA PLUS, d.o.o. Novo mesto","Podbevškova ulica13, Novo Mesto",8000,NOVO MESTO,Novo mesto,"organske spojine, izražene kot skupni organski ogljik (TOC)",160.5,16
64,2017,"ADRIA PLUS, d.o.o. Novo mesto","Straška cesta 50, NOVO MESTO",8000,NOVO MESTO,Novo mesto,"organske spojine, izražene kot skupni organski ogljik (TOC)",1587.05099487305,159
