,"V skladu s Pravilnikom o prvih meritvah in obratovalnem monitoringu emisije snovi v zrak iz nepremičnih virov onesnaževanja ter o pogojih za njegovo izvajanje (Uradni list RS, št. 105/08), morajo vsi zavezanci za izvedbo emisijskega monitoringa snovi v zrak iz nepremičnih virov onesnaževanja poslati ministrstvu oceno o letnih emisijah snovi v zrak.

Na osnovi prejetih ocen o letnih emisijah snovi za leto 2014 v zrak smo na Agenciji RS za okolje zbrali podatke o letnih količinah izpuščenih snovi v zrak iz izpustov naprav in oceno razpršene emisije, ki jih objavljamo na tej spletni strani.

Na tej spletni strani so osnovni podatki o zavezancu in o letnih količinah izpuščenih snovi v zrak iz izpustov naprav ter ocene razpršene emisije snovi. Podatki so v obliki excelove tabele, tako da jih lahko poljubno razvrščate.  
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
0,Podatki o zavezancu,,,,,,Podatki o emisijah v zrak,,
1,"Leto 
poročanja",Naziv zavezanca,Lokacija zavezanca,"Poštna 
številka",Ime pošte,Občina,Onesnažilo,"Emisija snovi 
iz izpustov [Kg]","Ocena razpršene 
emisije [Kg]"
2,2014,1A DIZAJN d.o.o.,IDRIJSKA CESTA 42,1360,VRHNIKA,Vrhnika,celotni prah,16.559999465942383,0
3,2014,A.S. Avtoličarstvo Plut,"STANEŽIČE 10, LJUBLJANA",1000,LJUBLJANA,Ljubljana,celotni prah,16.464000701904297,0
4,2014,ABRASIV MUTA d.o.o.,"KOROŠKA CESTA 49, MUTA",2366,MUTA,Muta,"svinec in njegove spojine, izražene kot Pb",8.020000457763672,0
5,2014,ABRASIV MUTA d.o.o.,"KOROŠKA CESTA 49, MUTA",2366,MUTA,Muta,VSOTA prašnate anorg. snovi III.,26.350000381469727,0
6,2014,ABRASIV MUTA d.o.o.,"KOROŠKA CESTA 49, MUTA",2366,MUTA,Muta,VSOTA prašnate anorg. snovi II.,8.020000457763672,0
7,2014,ABRASIV MUTA d.o.o.,"KOROŠKA CESTA 49, MUTA",2366,MUTA,Muta,poliklorirani dibenzodioksini (PCDD) in poliklorirani dibenzofurani (PCDF),7.000000096013537e-06,0
8,2014,ABRASIV MUTA d.o.o.,"KOROŠKA CESTA 49, MUTA",2366,MUTA,Muta,"mangan in njegove spojine, izražene kot Mn",23.489999771118164,0
9,2014,ABRASIV MUTA d.o.o.,"KOROŠKA CESTA 49, MUTA",2366,MUTA,Muta,"krom in njegove spojine, izražene kot Cr",1.5499999523162842,0
10,2014,ABRASIV MUTA d.o.o.,"KOROŠKA CESTA 49, MUTA",2366,MUTA,Muta,"dušikovi oksidi (NO in NO2), izraženi kot NO2",27.510000228881836,0
11,2014,ABRASIV MUTA d.o.o.,"KOROŠKA CESTA 49, MUTA",2366,MUTA,Muta,celotni prah,2387.1900634765625,157
12,2014,ABRASIV MUTA d.o.o.,"KOROŠKA CESTA 49, MUTA",2366,MUTA,Muta,"baker in njegove spojine, izražene kot Cu",1.088320016860962,0
13,2014,ABRASIV MUTA d.o.o.,"KOROŠKA CESTA 49, MUTA",2366,MUTA,Muta,VSOTA prašnate anorg. snovi II. in III.,34.369998931884766,0
14,2014,A-Cosmos d. d.,"Celovška cesta 182, Ljubljana",1000,LJUBLJANA,Ljubljana,celotni prah,75.51299971342087,0
15,2014,"ACRONI, D.O.O.","CESTA BORISA KIDRIČA 44, JESENICE",4270,JESENICE,Jesenice,"vanadij in njegove spojine, izražene kot V",0.01687140017747879,0
16,2014,"ACRONI, D.O.O.","CESTA BORISA KIDRIČA 44, JESENICE",4270,JESENICE,Jesenice,celotni prah,12458.968413829803,1136
17,2014,"ACRONI, D.O.O.","CESTA BORISA KIDRIČA 44, JESENICE",4270,JESENICE,Jesenice,"kadmij in njegove spojine, izražene kot Cd",10.959894685540348,0
18,2014,"ACRONI, D.O.O.","CESTA BORISA KIDRIČA 44, JESENICE",4270,JESENICE,Jesenice,VSOTA rakotvorne snovi I. nev. sk.,11.006079686107114,0
19,2014,"ACRONI, D.O.O.","CESTA BORISA KIDRIČA 44, JESENICE",4270,JESENICE,Jesenice,"VSOTA prašnate anorg. snovi I., II. in III.",843.7142028808594,0
20,2014,"ACRONI, D.O.O.","CESTA BORISA KIDRIČA 44, JESENICE",4270,JESENICE,Jesenice,VSOTA prašnate anorg. snovi II. in III.,660.8230695649981,0
21,2014,"ACRONI, D.O.O.","CESTA BORISA KIDRIČA 44, JESENICE",4270,JESENICE,Jesenice,VSOTA prašnate anorg. snovi III.,686.0488044843078,1
22,2014,"ACRONI, D.O.O.","CESTA BORISA KIDRIČA 44, JESENICE",4270,JESENICE,Jesenice,"svinec in njegove spojine, izražene kot Pb",231.16352239251137,0
23,2014,"ACRONI, D.O.O.","CESTA BORISA KIDRIČA 44, JESENICE",4270,JESENICE,Jesenice,klor (Cl2),29.700000762939453,0
24,2014,"ACRONI, D.O.O.","CESTA BORISA KIDRIČA 44, JESENICE",4270,JESENICE,Jesenice,"fluor in njegove spojine, izražene kot HF",41.56019973754883,0
25,2014,"ACRONI, D.O.O.","CESTA BORISA KIDRIČA 44, JESENICE",4270,JESENICE,Jesenice,ogljikov monoksid (CO),3730275,0
26,2014,"ACRONI, D.O.O.","CESTA BORISA KIDRIČA 44, JESENICE",4270,JESENICE,Jesenice,"organske spojine, izražene kot skupni organski ogljik (TOC)",36330.31684112549,47
27,2014,"ACRONI, D.O.O.","CESTA BORISA KIDRIČA 44, JESENICE",4270,JESENICE,Jesenice,"nikelj in njegove spojine, izražene kot Ni",147.21575281396508,0
28,2014,"ACRONI, D.O.O.","CESTA BORISA KIDRIČA 44, JESENICE",4270,JESENICE,Jesenice,"selen in njegove spojine, izražene kot Se",0.10465010959887877,0
29,2014,"ACRONI, D.O.O.","CESTA BORISA KIDRIČA 44, JESENICE",4270,JESENICE,Jesenice,cink in njegove spojine (Zn),0.3149999976158142,0
30,2014,"ACRONI, D.O.O.","CESTA BORISA KIDRIČA 44, JESENICE",4270,JESENICE,Jesenice,VSOTA prašnate anorg. snovi I. in II.,152.6219940185547,0
31,2014,"ACRONI, D.O.O.","CESTA BORISA KIDRIČA 44, JESENICE",4270,JESENICE,Jesenice,"baker in njegove spojine, izražene kot Cu",22.480101391673088,0
32,2014,"ACRONI, D.O.O.","CESTA BORISA KIDRIČA 44, JESENICE",4270,JESENICE,Jesenice,"krom in njegove spojine, izražene kot Cr",315.40972561761737,0
33,2014,"ACRONI, D.O.O.","CESTA BORISA KIDRIČA 44, JESENICE",4270,JESENICE,Jesenice,"mangan in njegove spojine, izražene kot Mn",186.22790849208832,0
34,2014,"ACRONI, D.O.O.","CESTA BORISA KIDRIČA 44, JESENICE",4270,JESENICE,Jesenice,arzen in njegove spojine (As),0.046185000566765666,0
35,2014,"ACRONI, D.O.O.","CESTA BORISA KIDRIČA 44, JESENICE",4270,JESENICE,Jesenice,"dušikovi oksidi (NO in NO2), izraženi kot NO2",37478.89036941528,2
36,2014,"ACRONI, D.O.O.","CESTA BORISA KIDRIČA 44, JESENICE",4270,JESENICE,Jesenice,"kositer in njegove spojine, izražene kot Sn",0.08999909833073616,0
37,2014,"ACRONI, D.O.O.","CESTA BORISA KIDRIČA 44, JESENICE",4270,JESENICE,Jesenice,VSOTA prašnate anorg. snovi II.,389.46587536111474,2
38,2014,"ACRONI, D.O.O.","CESTA BORISA KIDRIČA 44, JESENICE",4270,JESENICE,Jesenice,poliklorirani dibenzodioksini (PCDD) in poliklorirani dibenzofurani (PCDF),5.705929947907862e-05,0
39,2014,ADK D.O.O.,"Dolane 33/a, CIRKULANE",2282,CIRKULANE,Cirkulane,celotni prah,320.0063943862915,247
40,2014,ADK D.O.O.,"MIKLAVŠKA CESTA 59, HOČE-SLIVNICA",2311,HOČE,Hoče-Slivnica,celotni prah,160.4259967803955,155
41,2014,ADK D.O.O.,"Dolane 33/a, CIRKULANE",2282,CIRKULANE,Cirkulane,"organske spojine, izražene kot skupni organski ogljik (TOC)",8304,660
42,2014,ADRIA MOBIL,STRAŠKA CESTA 50,8000,NOVO MESTO,Novo mesto,"organske spojine, izražene kot skupni organski ogljik (TOC)",1967.0400085449219,3934
43,2014,"ADRIA PLUS, d.o.o. Novo mesto ",Straška cesta 50,8000,NOVO MESTO,Novo mesto,celotni prah,0.7400000095367432,0
44,2014,ADUT LIVARNA SIVE IN NODULARNE LITINE D.O.O.,"KOMPOLE 63, ŠTORE",3220,ŠTORE,Štore,"kadmij in njegove spojine, izražene kot Cd",0.0384799987077713,0
45,2014,ADUT LIVARNA SIVE IN NODULARNE LITINE D.O.O.,"KOMPOLE 63, ŠTORE",3220,ŠTORE,Štore,"anorganske spojine klora, če niso navedene v I. nevarnostni skupini, izražene kot HCl",1.7201600074768066,0
46,2014,ADUT LIVARNA SIVE IN NODULARNE LITINE D.O.O.,"KOMPOLE 63, ŠTORE",3220,ŠTORE,Štore,arzen in njegove spojine (As),0.019759999588131905,0
47,2014,ADUT LIVARNA SIVE IN NODULARNE LITINE D.O.O.,"KOMPOLE 63, ŠTORE",3220,ŠTORE,Štore,"baker in njegove spojine, izražene kot Cu",0.019759999588131905,0
48,2014,ADUT LIVARNA SIVE IN NODULARNE LITINE D.O.O.,"KOMPOLE 63, ŠTORE",3220,ŠTORE,Štore,celotni prah,25.439599990844727,2
49,2014,ADUT LIVARNA SIVE IN NODULARNE LITINE D.O.O.,"KOMPOLE 63, ŠTORE",3220,ŠTORE,Štore,"dušikovi oksidi (NO in NO2), izraženi kot NO2",60.11199951171875,0
50,2014,ADUT LIVARNA SIVE IN NODULARNE LITINE D.O.O.,"KOMPOLE 63, ŠTORE",3220,ŠTORE,Štore,"fluor in njegove spojine, izražene kot HF",2.672800064086914,0
51,2014,ADUT LIVARNA SIVE IN NODULARNE LITINE D.O.O.,"KOMPOLE 63, ŠTORE",3220,ŠTORE,Štore,formaldehid (CH2O),0.1080000028014183,0
52,2014,ADUT LIVARNA SIVE IN NODULARNE LITINE D.O.O.,"KOMPOLE 63, ŠTORE",3220,ŠTORE,Štore,"hlapne organske spojine, razen metana",8.4399995803833,0
53,2014,ADUT LIVARNA SIVE IN NODULARNE LITINE D.O.O.,"KOMPOLE 63, ŠTORE",3220,ŠTORE,Štore,"krom in njegove spojine, izražene kot Cr",0.019759999588131905,0
54,2014,ADUT LIVARNA SIVE IN NODULARNE LITINE D.O.O.,"KOMPOLE 63, ŠTORE",3220,ŠTORE,Štore,VSOTA prašnate anorg. snovi III.,0.019759999588131905,0
55,2014,ADUT LIVARNA SIVE IN NODULARNE LITINE D.O.O.,"KOMPOLE 63, ŠTORE",3220,ŠTORE,Štore,VSOTA prašnate anorg. snovi II. in III.,0.3598400056362152,0
56,2014,ADUT LIVARNA SIVE IN NODULARNE LITINE D.O.O.,"KOMPOLE 63, ŠTORE",3220,ŠTORE,Štore,"nikelj in njegove spojine, izražene kot Ni",0.019759999588131905,0
57,2014,ADUT LIVARNA SIVE IN NODULARNE LITINE D.O.O.,"KOMPOLE 63, ŠTORE",3220,ŠTORE,Štore,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",83.40799713134766,0
58,2014,ADUT LIVARNA SIVE IN NODULARNE LITINE D.O.O.,"KOMPOLE 63, ŠTORE",3220,ŠTORE,Štore,VSOTA rakotvorne snovi I. nev. sk.,0.0384799987077713,0
59,2014,ADUT LIVARNA SIVE IN NODULARNE LITINE D.O.O.,"KOMPOLE 63, ŠTORE",3220,ŠTORE,Štore,"svinec in njegove spojine, izražene kot Pb",0.3598400056362152,0
60,2014,ADUT LIVARNA SIVE IN NODULARNE LITINE D.O.O.,"KOMPOLE 63, ŠTORE",3220,ŠTORE,Štore,VSOTA prašnate anorg. snovi II.,0.3598400056362152,0
61,2014,AERO D.D.,Tovarniška cesta 23,3311,ŠEMPETER V SAVINJSKI DOLINI,Celje,"organske spojine, izražene kot skupni organski ogljik (TOC)",1348.0273876190186,0
62,2014,AERO D.D.,Tovarniška cesta 23,3311,ŠEMPETER V SAVINJSKI DOLINI,Celje,celotni prah,16.981170058250427,0
