,"V skladu s Pravilnikom o prvih meritvah in obratovalnem monitoringu emisije snovi v zrak iz nepremičnih virov onesnaževanja ter o pogojih za njegovo izvajanje (Uradni list RS, št. 105/08), morajo vsi zavezanci za izvedbo emisijskega monitoringa snovi v zrak iz nepremičnih virov onesnaževanja poslati ministrstvu oceno o letnih emisijah snovi v zrak.

Na osnovi prejetih  ocen o letnih emisijah snovi v zrak smo na Agenciji RS za okolje zbrali podatke o letnih količinah izpuščenih snovi v zrak iz industrijskih obratov, ki jih objavljamo na tej spletni strani.

Na tej spletni strani so osnovni podatki o zavezancu in o letnih količinah izpuščenih snovi v zrak. Podatki so v obliki excelove tabele, tako da jih lahko poljubno razvrščate.  
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
0,Podatki o zavezancu,,,,,,Podatki o emisijah v zrak,
1,"Leto 
poročanja",Naziv zavezanca,Lokacija zavezanca,"Poštna 
številka",Ime pošte,Občina,Onesnažilo,Letna količina [Kg]
1967,2010,PETROL ENERGETIKA d.o.o.,"Tehnološki park 21, Ljubljana",1000,LJUBLJANA,Ljubljana,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",93.69999694824219
1968,2010,"PETROL ENERGETIKA proizvodnja in distribucija energetskih medijev d.o.o., PE HRASTNIK","ULICA PRVOBORCEV 5A, HRASTNIK",1430,HRASTNIK,Hrastnik,celotni prah,135.79999923706055
1969,2010,"PETROL ENERGETIKA proizvodnja in distribucija energetskih medijev d.o.o., PE HRASTNIK","ULICA PRVOBORCEV 5A, HRASTNIK",1430,HRASTNIK,Hrastnik,"dušikovi oksidi (NO in NO2), izraženi kot NO2",33317
1970,2010,"PETROL ENERGETIKA proizvodnja in distribucija energetskih medijev d.o.o., PE HRASTNIK","ULICA PRVOBORCEV 5A, HRASTNIK",1430,HRASTNIK,Hrastnik,ogljikov monoksid (CO),16180
1971,2010,"PETROL ENERGETIKA proizvodnja in distribucija energetskih medijev d.o.o., PE HRASTNIK","ULICA PRVOBORCEV 5A, HRASTNIK",1430,HRASTNIK,Hrastnik,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",142
1972,2010,"petrol energetika, proizvodnja in distribucija energetskih medijev d.o.o.","koroška cesta 14, ravne na koroškem",2390,RAVNE NA KOROŠKEM,Ravne na Koroškem,celotni prah,66.59999966621399
1973,2010,"petrol energetika, proizvodnja in distribucija energetskih medijev d.o.o.","koroška cesta 14, ravne na koroškem",2390,RAVNE NA KOROŠKEM,Ravne na Koroškem,"dušikovi oksidi (NO in NO2), izraženi kot NO2",26740.199951171875
1974,2010,"petrol energetika, proizvodnja in distribucija energetskih medijev d.o.o.","koroška cesta 14, ravne na koroškem",2390,RAVNE NA KOROŠKEM,Ravne na Koroškem,ogljikov monoksid (CO),22830.99981403351
1975,2010,PGP Tržič,"Cesta Ste Marie aux Mines 5, TRŽIČ",4290,TRŽIČ,Tržič,celotni prah,642.5
1976,2010,PGP Tržič,"Cesta Ste Marie aux Mines 5, TRŽIČ",4290,TRŽIČ,Tržič,diklormetan,21117
1977,2010,PGP Tržič,"Cesta Ste Marie aux Mines 5, TRŽIČ",4290,TRŽIČ,Tržič,"hlapne organske spojine, razen metana",31617
1978,2010,PGP Tržič,"Cesta Ste Marie aux Mines 5, TRŽIČ",4290,TRŽIČ,Tržič,tetrakloreten (C2Cl4),52
1979,2010,PINUS TKI D.D.,"GRAJSKI TRG 21, RAČE-FRAM",2327,RAČE,Rače-Fram,amonijak (NH3),3.690000057220459
1980,2010,PINUS TKI D.D.,"GRAJSKI TRG 21, RAČE-FRAM",2327,RAČE,Rače-Fram,"anorganske spojine klora, če niso navedene v I. nevarnostni skupini, izražene kot HCl",43.400001525878906
1981,2010,PINUS TKI D.D.,"GRAJSKI TRG 21, RAČE-FRAM",2327,RAČE,Rače-Fram,celotni prah,124.4830000847578
1982,2010,PINUS TKI D.D.,"GRAJSKI TRG 21, RAČE-FRAM",2327,RAČE,Rače-Fram,"dušikovi oksidi (NO in NO2), izraženi kot NO2",7150.430000036955
1983,2010,PINUS TKI D.D.,"GRAJSKI TRG 21, RAČE-FRAM",2327,RAČE,Rače-Fram,formaldehid (CH2O),1.2699999809265137
1984,2010,PINUS TKI D.D.,"GRAJSKI TRG 21, RAČE-FRAM",2327,RAČE,Rače-Fram,"kadmij in njegove spojine, izražene kot Cd",0.009999999776482582
1985,2010,PINUS TKI D.D.,"GRAJSKI TRG 21, RAČE-FRAM",2327,RAČE,Rače-Fram,"krom in njegove spojine, izražene kot Cr",0.8199999779462814
1986,2010,PINUS TKI D.D.,"GRAJSKI TRG 21, RAČE-FRAM",2327,RAČE,Rače-Fram,ksilen (C8H10),39.20000076293945
1987,2010,PINUS TKI D.D.,"GRAJSKI TRG 21, RAČE-FRAM",2327,RAČE,Rače-Fram,"nikelj in njegove spojine, izražene kot Ni",0.6000000089406967
1988,2010,PINUS TKI D.D.,"GRAJSKI TRG 21, RAČE-FRAM",2327,RAČE,Rače-Fram,ocetna kislina (C2H4O2),8.15999984741211
1989,2010,PINUS TKI D.D.,"GRAJSKI TRG 21, RAČE-FRAM",2327,RAČE,Rače-Fram,ogljikov monoksid (CO),202
1990,2010,PINUS TKI D.D.,"GRAJSKI TRG 21, RAČE-FRAM",2327,RAČE,Rače-Fram,"organske spojine, izražene kot skupni organski ogljik (TOC)",607.7599940299988
1991,2010,PINUS TKI D.D.,"GRAJSKI TRG 21, RAČE-FRAM",2327,RAČE,Rače-Fram,poliklorirani dibenzodioksini (PCDD) in poliklorirani dibenzofurani (PCDF),1.7700000398690463e-06
1992,2010,PINUS TKI D.D.,"GRAJSKI TRG 21, RAČE-FRAM",2327,RAČE,Rače-Fram,"svinec in njegove spojine, izražene kot Pb",0.1599999964237213
1993,2010,PINUS TKI D.D.,"GRAJSKI TRG 21, RAČE-FRAM",2327,RAČE,Rače-Fram,"VSOTA Cd, Tl",0.009999999776482582
1994,2010,PINUS TKI D.D.,"GRAJSKI TRG 21, RAČE-FRAM",2327,RAČE,Rače-Fram,VSOTA org. spojine I. nev. sk.,6.369999885559082
1995,2010,PINUS TKI D.D.,"GRAJSKI TRG 21, RAČE-FRAM",2327,RAČE,Rače-Fram,VSOTA org. spojine III. nev. sk.,73.80000305175781
1996,2010,PINUS TKI D.D.,"GRAJSKI TRG 21, RAČE-FRAM",2327,RAČE,Rače-Fram,"VSOTA Sb, As, Pb, Cr, Co, Cu, Mn, Ni, V, Sn",1.5799999833106995
1997,2010,PINUS TKI D.D.,"GRAJSKI TRG 21, RAČE-FRAM",2327,RAČE,Rače-Fram,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",156
1998,2010,Pivka perutninarstvo d.d.,Kal 1,6257,PIVKA,Pivka,"dušikovi oksidi (NO in NO2), izraženi kot NO2",830
1999,2010,Pivka perutninarstvo d.d.,Kal 1,6257,PIVKA,Pivka,ogljikov monoksid (CO),46.19999933242798
2000,2010,Pivka perutninarstvo d.d.,Kal 1,6257,PIVKA,Pivka,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",24.509999752044678
2001,2010,PIVOVARNA LAŠKO D.D.,"TRUBARJEVA ULICA 28, LAŠKO",3270,LAŠKO,Laško,celotni prah,832.039999961853
2002,2010,PIVOVARNA LAŠKO D.D.,"TRUBARJEVA ULICA 28, LAŠKO",3270,LAŠKO,Laško,"dušikovi oksidi (NO in NO2), izraženi kot NO2",9922.2998046875
2003,2010,PIVOVARNA LAŠKO D.D.,"TRUBARJEVA ULICA 28, LAŠKO",3270,LAŠKO,Laško,ogljikov monoksid (CO),4051.1998901367188
2004,2010,PIVOVARNA LAŠKO D.D.,"TRUBARJEVA ULICA 28, LAŠKO",3270,LAŠKO,Laško,"organske spojine, izražene kot skupni organski ogljik (TOC)",126.79999732971191
2005,2010,PIVOVARNA LAŠKO D.D.,"TRUBARJEVA ULICA 28, LAŠKO",3270,LAŠKO,Laško,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",1515.7000274658203
2006,2010,"PIVOVARNA UNION, D.D. LJUBLJANA",Pivovarniška ulica 2,1000,LJUBLJANA,Ljubljana,celotni prah,0
2007,2010,"PIVOVARNA UNION, D.D. LJUBLJANA",Pivovarniška ulica 2,1000,LJUBLJANA,Ljubljana,"dušikovi oksidi (NO in NO2), izraženi kot NO2",14546
2008,2010,"PIVOVARNA UNION, D.D. LJUBLJANA",Pivovarniška ulica 2,1000,LJUBLJANA,Ljubljana,ogljikov dioksid (CO2),7945742
2009,2010,"PIVOVARNA UNION, D.D. LJUBLJANA",Pivovarniška ulica 2,1000,LJUBLJANA,Ljubljana,ogljikov monoksid (CO),1432
2010,2010,"PIVOVARNA UNION, D.D. LJUBLJANA",Pivovarniška ulica 2,1000,LJUBLJANA,Ljubljana,"organske spojine, izražene kot skupni organski ogljik (TOC)",1134.3999741077423
2011,2010,"PIVOVARNA UNION, D.D. LJUBLJANA",Pivovarniška ulica 2,1000,LJUBLJANA,Ljubljana,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",0
2012,2010,PLAMA-PUR D.D.,"PODGRAD 17, PODGRAD",6244,PODGRAD,Ilirska Bistrica,celotni prah,486
2013,2010,PLAMA-PUR D.D.,"PODGRAD 17, PODGRAD",6244,PODGRAD,Ilirska Bistrica,"dušikovi oksidi (NO in NO2), izraženi kot NO2",4579
2014,2010,PLAMA-PUR D.D.,"PODGRAD 17, PODGRAD",6244,PODGRAD,Ilirska Bistrica,ogljikov monoksid (CO),42
2015,2010,PLAMA-PUR D.D.,"PODGRAD 17, PODGRAD",6244,PODGRAD,Ilirska Bistrica,"toluilen -2,4 diizocianat (C9H6N2O2)",0.48000000417232513
2016,2010,PLAMA-PUR D.D.,"PODGRAD 17, PODGRAD",6244,PODGRAD,Ilirska Bistrica,VSOTA org. spojine III. nev. sk.,167.79999923706055
2017,2010,PLAMA-PUR D.D.,"PODGRAD 17, PODGRAD",6244,PODGRAD,Ilirska Bistrica,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",8579
2018,2010,PLASTA Kovinoplastika Franc Frelih s.p.,"Kamnje 41, Šentrupert",8232,ŠENTRUPERT,Šentrupert,celotni prah,30
2019,2010,PLASTA Kovinoplastika Franc Frelih s.p.,"Kamnje 41, Šentrupert",8232,ŠENTRUPERT,Šentrupert,"dušikovi oksidi (NO in NO2), izraženi kot NO2",15.300000190734863
2020,2010,PLASTA Kovinoplastika Franc Frelih s.p.,"Kamnje 41, Šentrupert",8232,ŠENTRUPERT,Šentrupert,ogljikov monoksid (CO),2.8000000715255737
2021,2010,PLASTA Kovinoplastika Franc Frelih s.p.,"Kamnje 41, Šentrupert",8232,ŠENTRUPERT,Šentrupert,"organske spojine, izražene kot skupni organski ogljik (TOC)",1649
2022,2010,PLASTA Kovinoplastika Franc Frelih s.p.,"Kamnje 41, Šentrupert",8232,ŠENTRUPERT,Šentrupert,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",0.550000011920929
2023,2010,PLASTIKA - ANDREJ MESOJEDEC S.P.,"SNEBERSKA CESTA 140A, LJUBLJANA",1260,LJUBLJANA - POLJE,Ljubljana,"organske spojine, izražene kot skupni organski ogljik (TOC)",6144
2024,2010,"PLUTAL 2000 Industrija zapiralne embalaže, d.o.o.","CESTA V GORICE 8, LJUBLJANA",1000,LJUBLJANA,Ljubljana,"dušikovi oksidi (NO in NO2), izraženi kot NO2",2154
2025,2010,"PLUTAL 2000 Industrija zapiralne embalaže, d.o.o.","CESTA V GORICE 8, LJUBLJANA",1000,LJUBLJANA,Ljubljana,ogljikov dioksid (CO2),2349899
2026,2010,"PLUTAL 2000 Industrija zapiralne embalaže, d.o.o.","CESTA V GORICE 8, LJUBLJANA",1000,LJUBLJANA,Ljubljana,ogljikov monoksid (CO),4213
2027,2010,"PLUTAL 2000 Industrija zapiralne embalaže, d.o.o.","CESTA V GORICE 8, LJUBLJANA",1000,LJUBLJANA,Ljubljana,"organske spojine, izražene kot skupni organski ogljik (TOC)",1949.9639999866486
2028,2010,"POCINKOVALNICA, D.O.O.","BEŽIGRAJSKA CESTA 6, CELJE",3000,CELJE,Celje,"anorganske spojine klora, če niso navedene v I. nevarnostni skupini, izražene kot HCl",1420.699951171875
2029,2010,"POCINKOVALNICA, D.O.O.","BEŽIGRAJSKA CESTA 6, CELJE",3000,CELJE,Celje,celotni prah,411.8999938964844
2030,2010,"POCINKOVALNICA, D.O.O.","BEŽIGRAJSKA CESTA 6, CELJE",3000,CELJE,Celje,"dušikovi oksidi (NO in NO2), izraženi kot NO2",246.10000610351562
2031,2010,"POCINKOVALNICA, D.O.O.","BEŽIGRAJSKA CESTA 6, CELJE",3000,CELJE,Celje,ogljikov monoksid (CO),360.1400146484375
2032,2010,"POCINKOVALNICA, D.O.O.","BEŽIGRAJSKA CESTA 6, CELJE",3000,CELJE,Celje,poliklorirani dibenzodioksini (PCDD) in poliklorirani dibenzofurani (PCDF),8.220000040637387e-07
2033,2010,"POCINKOVALNICA, D.O.O.","BEŽIGRAJSKA CESTA 6, CELJE",3000,CELJE,Celje,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",0
2034,2010,Podgorje Šentjernej,Trubarjeva c.24,8310,ŠENTJERNEJ,Šentjernej,celotni prah,14060.599997520447
2035,2010,Podgorje Šentjernej,Trubarjeva c.24,8310,ŠENTJERNEJ,Šentjernej,"dušikovi oksidi (NO in NO2), izraženi kot NO2",5922
2036,2010,Podgorje Šentjernej,Trubarjeva c.24,8310,ŠENTJERNEJ,Šentjernej,ogljikov monoksid (CO),7182
2037,2010,Podgorje Šentjernej,Trubarjeva c.24,8310,ŠENTJERNEJ,Šentjernej,"organske spojine, izražene kot skupni organski ogljik (TOC)",21
2038,2010,Podgorje Šentjernej,Trubarjeva c.24,8310,ŠENTJERNEJ,Šentjernej,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",630
2039,2010,PP MI ZALOG d.o.o.,"HLADILNIŠKA POT 37, LJUBLJANA",1000,LJUBLJANA,Ljubljana,celotni prah,3.4944000244140625
2040,2010,PP MI ZALOG d.o.o.,"HLADILNIŠKA POT 37, LJUBLJANA",1000,LJUBLJANA,Ljubljana,"dušikovi oksidi (NO in NO2), izraženi kot NO2",1258.982421875
2041,2010,PP MI ZALOG d.o.o.,"HLADILNIŠKA POT 37, LJUBLJANA",1000,LJUBLJANA,Ljubljana,ogljikov monoksid (CO),33.4463996887207
2042,2010,PP MI ZALOG d.o.o.,"HLADILNIŠKA POT 37, LJUBLJANA",1000,LJUBLJANA,Ljubljana,"organske spojine, izražene kot skupni organski ogljik (TOC)",2612.7280774116516
2043,2010,PP MI ZALOG d.o.o.,"HLADILNIŠKA POT 37, LJUBLJANA",1000,LJUBLJANA,Ljubljana,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",42.93119812011719
2044,2010,Predilnica Litja d.o.o.,"KIDRIČEVA CESTA 1, LITIJA",1270,LITIJA,Litija,celotni prah,450.0999870300293
2045,2010,Predilnica Litja d.o.o.,"KIDRIČEVA CESTA 1, LITIJA",1270,LITIJA,Litija,"dušikovi oksidi (NO in NO2), izraženi kot NO2",1005.3000183105469
2046,2010,Predilnica Litja d.o.o.,"KIDRIČEVA CESTA 1, LITIJA",1270,LITIJA,Litija,ogljikov monoksid (CO),22.80000066757202
2047,2010,Predilnica Litja d.o.o.,"KIDRIČEVA CESTA 1, LITIJA",1270,LITIJA,Litija,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",1475.7999572753906
2048,2010,PREIS SEVNICA,"SAVSKA CESTA 23, SEVNICA",8290,SEVNICA,Sevnica,celotni prah,951.2900009155273
2049,2010,PREIS SEVNICA,"SAVSKA CESTA 23, SEVNICA",8290,SEVNICA,Sevnica,"organske spojine, izražene kot skupni organski ogljik (TOC)",2676.4000182151794
2050,2010,Prevent Lamitex d.o.o.,"Kidričeva ulica 6, Slovenj Gradec",2380,SLOVENJ GRADEC,Slovenj Gradec,celotni prah,21.200000762939453
2051,2010,Prevent Lamitex d.o.o.,"Kidričeva ulica 6, Slovenj Gradec",2380,SLOVENJ GRADEC,Slovenj Gradec,"dušikovi oksidi (NO in NO2), izraženi kot NO2",222.5000057220459
2052,2010,Prevent Lamitex d.o.o.,"Kidričeva ulica 6, Slovenj Gradec",2380,SLOVENJ GRADEC,Slovenj Gradec,ogljikov monoksid (CO),3115
2053,2010,Prevent Lamitex d.o.o.,"Kidričeva ulica 6, Slovenj Gradec",2380,SLOVENJ GRADEC,Slovenj Gradec,"organske spojine, izražene kot skupni organski ogljik (TOC)",492.39998626708984
2054,2010,Prevent Lamitex d.o.o.,"Kidričeva ulica 6, Slovenj Gradec",2380,SLOVENJ GRADEC,Slovenj Gradec,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",343.6000061035156
2055,2010,prevent-tro d.o.o.,"perzonali 2, prevalje",2391,PREVALJE,Prevalje,celotni prah,4.03000020980835
2056,2010,prevent-tro d.o.o.,"perzonali 2, prevalje",2391,PREVALJE,Prevalje,"dušikovi oksidi (NO in NO2), izraženi kot NO2",1.850000023841858
2057,2010,prevent-tro d.o.o.,"perzonali 2, prevalje",2391,PREVALJE,Prevalje,ogljikov monoksid (CO),7.78000020980835
2058,2010,prevent-tro d.o.o.,"perzonali 2, prevalje",2391,PREVALJE,Prevalje,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",0.03999999910593033
2059,2010,PRIMAT TOVARNA KOVINSKE OPREME D.D.,"INDUSTRIJSKA ULICA 22, MARIBOR",2000,MARIBOR,Maribor,celotni prah,75.60000038146973
2060,2010,PRIMAT TOVARNA KOVINSKE OPREME D.D.,"INDUSTRIJSKA ULICA 22, MARIBOR",2000,MARIBOR,Maribor,"organske spojine, izražene kot skupni organski ogljik (TOC)",2553
2061,2010,PRODNIK d.o.o.,"SAVSKA CESTA 34, DOMŽALE",1230,DOMŽALE,Domžale,"dušikovi oksidi (NO in NO2), izraženi kot NO2",706
2062,2010,PRODNIK d.o.o.,"SAVSKA CESTA 34, DOMŽALE",1230,DOMŽALE,Domžale,ogljikov dioksid (CO2),3383901
2063,2010,PRODNIK d.o.o.,"SAVSKA CESTA 34, DOMŽALE",1230,DOMŽALE,Domžale,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",15
2064,2010,Protect GL d.o.o.,Kajuhova ulica 35,1110,LJUBLJANA,Ljubljana,celotni prah,3.5999999046325684
